Participant,Paragraph,ParaText,Probe,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,sentiment,PP_CD,PP_NN,PP_JJ,PP_VBN,PP_VBP,PP_NNS,PP_VBD,PP_VBG,PP_DT,PP_IN,PP_JJS,PP_MD,PP_VB,PP_RB,PP_VBZ,PP_RBS,PP_JJR,PP_WRB,PP_RBR,PP_2_CD,PP_2_NN,PP_2_JJ,PP_2_VBN,PP_2_VBP,PP_2_NNS,PP_2_VBD,PP_2_VBG,PP_2_DT,PP_2_IN,PP_2_JJS,PP_2_MD,PP_2_VB,PP_2_RB,PP_2_VBZ,PP_2_RBS,PP_2_JJR,PP_2_WRB,PP_2_RBR,PP_3_CD,PP_3_NN,PP_3_JJ,PP_3_VBN,PP_3_VBP,PP_3_NNS,PP_3_VBD,PP_3_VBG,PP_3_DT,PP_3_IN,PP_3_JJS,PP_3_MD,PP_3_VB,PP_3_RB,PP_3_VBZ,PP_3_RBS,PP_3_JJR,PP_3_WRB,PP_3_RBR,PP_Gazes_z,PP_AOI_Gazes_z,PP_OffscreenPix_z,PP_OffscreenProp_z,PP_2_Gazes_z,PP_2_AOI_Gazes_z,PP_2_OffscreenPix_z,PP_2_OffscreenProp_z,PP_3_Gazes_z,PP_3_AOI_Gazes_z,PP_3_OffscreenPix_z,PP_3_OffscreenProp_z,PP_cluster_num_clusters_z,PP_cluster_avg_duration_z,PP_cluster_sd_duration_z,PP_cluster_skew_duration_z,PP_dispersion_z,PP_2_cluster_num_clusters_z,PP_2_cluster_avg_duration_z,PP_2_cluster_sd_duration_z,PP_2_cluster_skew_duration,PP_2_dispersion_z,PP_3_cluster_num_clusters_z,PP_3_cluster_avg_duration_z,PP_3_cluster_sd_duration_z,PP_3_cluster_skew_duration_z,PP_3_dispersion_z,TUT
5dcc27974b54778b69e62ec5,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.6236923554945075,1.6358914405945295,2.673134779702055,3.012865577144151,0.7119918098278097,0.6077144325335255,0.1611190421811561,1.089759889605331,1.2068453145613385,1.5057424522323777,-0.209506230567829,0.9089550813751855,-0.1809749650766541,0.7903811953512203,-0.6050669264595038,-0.9701663839612094,-0.2530690394532845,0.0974480581181981,0.5106752837831142,-0.6352974191352353,-0.0555784595365636,0.022199092396793,0.3758710813130504,0.5156172849926919,-0.0619318484052299,-0.7587717300154816,0.194673908842813,1
5dce29700ad506063969a4a5,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.8773039813778687,1.037660828825912,2.0546240060493246,1.6588373416788962,0.3726294194116589,0.1400667946787417,-0.0808708095861973,0.4476783835063426,1.450575039744979,1.1705177075263955,-0.0935068735840406,1.839009748679772,1.6160535049702314,0.4159563168162505,0.2705118183478195,-0.8417689589552367,-1.6477430968467226,0.2351127272941252,1.1196728681883583,0.4389953976129711,-1.0392418589987444,0.9855798714006268,1.2733382754739715,1.5330381348175182,1.8725454824935368,0.5874402287446219,0.5556826215916569,0
5df861926aab7c5f659dfd85,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.595065415549978,3.549797204006373,-1.1330440417379402,-0.8353768753808037,0.5119423873177033,1.6460141757542606,-0.8495704260917204,-1.0133636112192337,1.3727234449451122,1.9717351658386928,-0.5887746996971983,-0.4174949738470992,2.4416545986464704,0.5652126818724555,-1.0586078468037907,1.9696472820698168,0.2961952020138809,1.6458560627913246,0.4621695961690437,-0.3212195585430539,0.2219483337713353,-0.9891725742926656,1.5735107413499476,0.2655529306657878,-1.331349273327138,-1.0501179017160025,-0.1861215778335108,1
5e26341c63251a881e185ecf,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.4900969108417563,1.7991859829049004,0.3261026645614415,0.5340236058660937,0.9000259100359309,1.251558036300999,-0.3508252492393847,0.0393162186668845,1.255409580975803,1.838302264805179,-0.1035994024599525,-0.0700401511350458,2.540528360371309,-0.3173150443138518,-0.5783880643389318,1.5291910670491429,0.3426343672358792,1.4626377183752322,-0.6595303381393779,-0.7736639467819413,0.2238894377579878,-0.4590011801787393,1.5225205318194586,0.4204737147159958,-0.2598333249012767,0.1564869043099188,-1.6737358814526824,1
5e3040a2d1a553000cc9147b,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.3415310978306942,1.264359483376328,1.2672284152951063,1.7627412793407138,0.9803445784186768,1.0666980256802598,0.9898251801061276,0.964518813224164,1.3415310978306942,1.6686670104819223,0.08196004676038,0.8148521008273111,1.6029674852670728,-0.2368318916103534,1.2537961021828945,0.1458841371558971,0.105402786517178,1.443127422633604,-0.506521755301702,1.1754515865156403,0.1753192319063083,0.405881701135367,1.7970589898934275,-0.4458122782730936,1.1779124035973905,0.3388780422343469,-0.1714684526459146,0
5e49fd714535c4462d04dcd7,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.8236005703956133,2.0382127468514213,1.87925641071372,1.7417199275133954,1.2804892894072293,2.223177856220343,0.4707407577132986,0.3307416826459164,2.4224155725110115,2.223177856220343,2.4617252897740443,2.063031805057475,0.2899731600709088,-1.7136281572690235,-1.1195260081069796,0.9431568118769954,-1.0405299022879857,-1.2264942494872004,-1.8719804885096785,1.6470423423925051,0.4470607786230568,-0.4418244945792253,-0.9395950098410716,-1.32617672734819,0.5697712894983027,0.1930483590792863,1.5312840291561225,0
5e7a5c9d7567f003b57b85e9,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,-0.1768519744189096,-0.2178113010580096,0.1535812536021505,0.2921458035864014,0.9345892877394546,0.0077538003612883,1.3181784373151408,1.5486868942806016,1.5217658035967037,2.2634048145542685,1.0415866061833057,1.0640210450128385,0.012460240161962,-0.2168521188758065,-0.320441690044996,1.3939866778710626,0.9890742093979706,1.1666719604279332,-0.506307639964132,-0.4856022612879428,0.577635857124395,0.7716241550009767,1.5863853132519228,0.1913480664016318,-0.2603206074845344,-0.3232373216316053,1.212610824102566,1
5e83bb0601aa8c11929fa6d4,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.922747920364252,-0.0954419096567425,2.4026829153660167,2.2831229773880777,0.8414490003763515,-0.5491821358937151,1.5054732450101576,1.3808142793960003,1.987544859389744,3.870873516242311,-0.779346412417807,-0.6324620029988214,1.973291564311613,0.0076393773513755,0.2228002732969597,1.481409873147097,-0.9055911576043334,0.0644242711443937,-0.1660073467833115,0.6820236633546602,0.234780680184353,-0.4923739203110531,1.7824048349948909,1.006868403899679,-0.5695948215471425,-1.3384122435009551,-1.243257024646396,0
5e9f70a9eec34b1108c84413,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.735740919213441,2.597442151683718,0.1204125947871967,1.030372979729446,0.5978539617107155,0.8218843002720013,0.2947656732120967,0.6082871847474669,1.7950444740018567,2.260698421243565,1.7985609746268592,1.9624791103146504,1.957535441756627,0.938323362919404,0.4776034952708385,1.5147262061394775,-1.124225480485905,0.6680061580257198,0.2188437236987299,-0.841224019510216,-0.6852287300300628,-1.2407670294522606,1.867568282426564,0.6112346182816284,-0.4368510632664933,-0.0429766739787584,-0.5890267963189698,1
5edd1133213f7a077ee2709b,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,-0.1221852571765806,0.1020017966138835,0.0139318954066967,-0.1298288849247321,-0.1870362983800734,-0.383445847327545,-0.2178948441607368,-0.1453192813363332,0.475230395122262,0.7261487673957203,0.7718270055309989,0.8150852961829385,-0.4043286861598821,0.4120106178935296,-0.0218080679701511,-0.8783699069755013,0.622961142897879,0.1091045661066348,-0.3724230171737372,0.0880978825917973,0.3338979035557515,-0.2713447503231524,0.6225378183731517,4.624996992076294,5.71727096265028,1.6558963988507431,-0.7876066670683562,0
5eebc46343ee1b16159a1c8e,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.6022424595769318,1.7522389554365845,0.4913195564786564,0.7777237221509499,0.5667287841154056,0.6544582091276449,0.3599726407951392,0.6358680500759932,2.0583170747621526,1.621253752751995,-0.1654150219389295,0.0684453617761666,1.496350620711241,1.1700423842237986,-0.0724139675353768,-0.99292989361226,-0.6064845260464479,-0.3297043740550192,0.2612555224751702,0.9841696894128062,0.2920183050800642,0.1845295421717708,1.0905606218742945,1.2948743229495523,-0.4313411820679703,-0.6572148594851888,-0.6309653010323246,0
5f29d9582a2fc9166092ebe5,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.8941429115051345,2.612431529684476,0.9629571157797434,1.2983149957786104,0.1316598879776701,0.5315567855906376,-0.5075333649513696,-0.5170052763726145,0.4625014111654194,0.7983355989360015,-0.1506181997253712,0.0090250297621154,1.2646633070134072,0.4508133996326062,0.7156955673955334,1.4591495533435213,0.0961414653297948,-0.0530755946503457,-0.2286377699392974,-0.9530567735079584,-1.297451670341054,0.7232932529594657,-0.0347736654605713,0.2587352826221024,0.84627781903722,0.1870884402087424,1.1210803135339045,1
5f49806859401418f7ec6764,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,2.126059784680198,3.935871936388891,-0.8280204534922394,-0.6937956214337524,0.3284316632815635,0.3957090164468129,-0.1351696633524292,0.1172203337190001,1.6929750435684203,2.532406458487978,-0.700501903159759,-0.6836069787810797,2.1153793569649784,0.1444637786133413,0.1380297915099532,-0.371456346833377,-1.3704441837743642,0.2296877177241905,1.2592798383637882,0.8077577765007988,-1.3699882750955217,1.4232076803086793,1.5339577681990688,1.98766246230612,1.7895547983212556,-1.29517394087192,-0.227320245364612,0
